"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
858;3;"—";225;"80 62 78";5;"Конкурсная группа исключена";1423045;"01.07.2026 в 17:02"
859;7;"—";225;"74 62 83";6;"Участвуете в конкурсе";1398712;"01.07.2026 в 13:07"
860;4;"—";224;"80 78 66";0;"Конкурсная группа исключена";1181302;"28.06.2026 в 17:46"
861;1;"—";224;"74 67 83";0;"Участвуете в конкурсе";1188702;"28.06.2026 в 11:49"
862;2;"—";224;"72 80 72";0;"Участвуете в конкурсе";1202808;"28.06.2026 в 17:34"
863;3;"—";224;"74 83 67";0;"Участвуете в конкурсе";1212757;"28.06.2026 в 22:22"
864;4;"—";224;"78 85 61";0;"Участвуете в конкурсе";1220371;"29.06.2026 в 08:01"
865;3;"—";224;"84 74 66";0;"Участвуете в конкурсе";1275354;"29.06.2026 в 21:57"
866;4;"—";224;"80 75 69";0;"На рассмотрении";1417695;"04.07.2026 в 15:30"
867;1;"—";224;"76 78 70";0;"Участвуете в конкурсе";1431338;"01.07.2026 в 19:12"
868;3;"—";224;"84 80 60";0;"На рассмотрении";1465698;"02.07.2026 в 11:38"
869;4;"—";224;"82 64 78";0;"На рассмотрении";1505513;"03.07.2026 в 15:12"
870;3;"—";224;"78 74 72";0;"На рассмотрении";1539845;"03.07.2026 в 13:59"
871;4;"—";224;"74 72 78";0;"На рассмотрении";1575972;"03.07.2026 в 19:01"
872;3;"—";224;"74 67 83";0;"На рассмотрении";1581054;"03.07.2026 в 20:54"
873;4;"—";224;"82 72 70";0;"На рассмотрении";1606742;"04.07.2026 в 13:20"
874;4;"—";224;"84 70 69";1;"Участвуете в конкурсе";1248035;"29.06.2026 в 21:27"
875;6;"—";224;"72 78 73";1;"Участвуете в конкурсе";1263964;"29.06.2026 в 21:48"
876;3;"—";224;"84 64 72";4;"Участвуете в конкурсе";1327147;"30.06.2026 в 14:04"
877;2;"—";224;"72 83 64";5;"Участвуете в конкурсе";1177020;"27.06.2026 в 19:12"
878;2;"—";224;"74 78 67";5;"Участвуете в конкурсе";1235669;"29.06.2026 в 21:13"
879;3;"—";224;"78 70 70";6;"Участвуете в конкурсе";1215116;"01.07.2026 в 20:33"
880;2;"—";223;"84 70 69";0;"Участвуете в конкурсе";1194317;"28.06.2026 в 14:12"
881;5;"—";223;"78 70 75";0;"Участвуете в конкурсе";1258776;"29.06.2026 в 21:41"
882;7;"—";223;"76 72 75";0;"Участвуете в конкурсе";1313563;"30.06.2026 в 11:48"
883;6;"—";223;"78 75 70";0;"Конкурсная группа исключена";1317749;"30.06.2026 в 18:29"
884;4;"—";223;"76 80 67";0;"Участвуете в конкурсе";1352362;"30.06.2026 в 18:48"
885;1;"—";223;"82 72 69";0;"Участвуете в конкурсе";1360567;"30.06.2026 в 21:26"
886;4;"—";223;"72 78 73";0;"На рассмотрении";1375446;"02.07.2026 в 10:08"
887;7;"—";223;"78 64 81";0;"Конкурсная группа исключена";1425700;"01.07.2026 в 20:19"
888;6;"—";223;"88 74 61";0;"Участвуете в конкурсе";1431051;"01.07.2026 в 19:07"
889;1;"—";223;"72 70 81";0;"Участвуете в конкурсе";1432172;"01.07.2026 в 19:27"
890;4;"—";223;"78 75 70";0;"Участвуете в конкурсе";1433729;"01.07.2026 в 21:19"
891;5;"—";223;"74 83 66";0;"На рассмотрении";1501840;"02.07.2026 в 17:10"
892;7;"—";223;"78 75 70";0;"На рассмотрении";1575910;"03.07.2026 в 19:00"
893;5;"—";223;"78 73 72";0;"На рассмотрении";1626154;"04.07.2026 в 22:37"
894;2;"—";223;"64 70 89";0;"Передано в вуз";1635779;"05.07.2026 в 13:21"
895;6;"—";223;"70 80 72";1;"Участвуете в конкурсе";1359230;"30.06.2026 в 20:58"
896;1;"—";223;"80 78 64";1;"На рассмотрении";1513213;"02.07.2026 в 20:31"
897;4;"—";223;"70 80 69";4;"На рассмотрении";1482590;"02.07.2026 в 13:54"
898;3;"Электронное";222;"78 75 69";0;"Участвуете в конкурсе";1178618;"01.07.2026 в 21:06"
899;3;"—";222;"72 56 94";0;"Участвуете в конкурсе";1239454;"30.06.2026 в 01:44"
900;6;"—";222;"74 67 81";0;"Участвуете в конкурсе";1438543;"01.07.2026 в 21:25"
901;3;"—";222;"78 83 61";0;"На рассмотрении";1501078;"02.07.2026 в 17:00"
902;3;"—";222;"76 68 78";0;"На рассмотрении";1517588;"02.07.2026 в 22:08"
903;2;"—";222;"76 80 66";0;"Передано в вуз";1604799;"05.07.2026 в 13:32"
904;3;"—";222;"74 78 70";0;"Передано в вуз";1636278;"05.07.2026 в 13:34"
905;4;"—";222;"70 78 73";1;"Участвуете в конкурсе";1293468;"30.06.2026 в 04:39"
906;5;"—";222;"74 70 72";6;"Участвуете в конкурсе";1299148;"30.06.2026 в 13:23"
907;4;"—";221;"74 64 83";0;"Участвуете в конкурсе";946414;"20.06.2026 в 10:06"
908;2;"—";221;"76 85 60";0;"На рассмотрении";1166517;"03.07.2026 в 09:10"
909;6;"—";221;"78 85 58";0;"Участвуете в конкурсе";1177491;"27.06.2026 в 19:35"
910;7;"—";221;"78 71 72";0;"Участвуете в конкурсе";1210946;"28.06.2026 в 21:23"
911;4;"—";221;"82 78 61";0;"Участвуете в конкурсе";1275792;"29.06.2026 в 21:57"
912;6;"—";221;"80 72 69";0;"Участвуете в конкурсе";1352004;"30.06.2026 в 18:42"
913;3;"—";221;"74 80 67";0;"Участвуете в конкурсе";1357284;"30.06.2026 в 20:18"
914;5;"—";221;"74 78 69";0;"Участвуете в конкурсе";1391068;"01.07.2026 в 11:59"
915;3;"—";221;"74 75 72";0;"Участвуете в конкурсе";1400804;"01.07.2026 в 13:26"
916;2;"—";221;"84 59 78";0;"Участвуете в конкурсе";1424777;"01.07.2026 в 17:26"
917;4;"—";221;"70 78 72";1;"Участвуете в конкурсе";1265375;"29.06.2026 в 21:50"
918;5;"—";221;"72 70 78";1;"На рассмотрении";1548034;"03.07.2026 в 16:47"
919;6;"—";221;"78 62 75";6;"Конкурсная группа исключена";1430631;"01.07.2026 в 19:00"
920;5;"—";221;"76 84 51";10;"Участвуете в конкурсе";1300019;"30.06.2026 в 09:14"
921;5;"—";220;"64 78 78";0;"Участвуете в конкурсе";1154374;"26.06.2026 в 18:59"
922;4;"—";220;"72 75 73";0;"Участвуете в конкурсе";1170050;"28.06.2026 в 09:58"
923;1;"—";220;"76 78 66";0;"Конкурсная группа исключена";1256769;"02.07.2026 в 15:27"
924;4;"—";220;"78 70 72";0;"Участвуете в конкурсе";1279088;"01.07.2026 в 11:10"
925;6;"—";220;"82 83 55";0;"Участвуете в конкурсе";1299504;"01.07.2026 в 20:33"
926;4;"—";220;"78 72 70";0;"Участвуете в конкурсе";1406071;"01.07.2026 в 14:13"
927;4;"—";220;"72 75 73";0;"На рассмотрении";1475474;"02.07.2026 в 12:49"
928;2;"—";220;"72 78 70";0;"На рассмотрении";1482890;"02.07.2026 в 13:56"
929;2;"—";220;"76 83 61";0;"На рассмотрении";1512881;"02.07.2026 в 20:25"
930;2;"—";220;"70 75 75";0;"На рассмотрении";1516368;"02.07.2026 в 21:39"
931;4;"—";220;"70 78 72";0;"На рассмотрении";1578446;"03.07.2026 в 19:43"
932;7;"—";220;"78 70 72";0;"Передано в вуз";1635372;"05.07.2026 в 13:10"
933;2;"—";220;"72 72 75";1;"Участвуете в конкурсе";1333556;"30.06.2026 в 15:19"
934;2;"—";220;"78 72 69";1;"Участвуете в конкурсе";1355904;"01.07.2026 в 20:21"
935;2;"—";220;"74 62 78";6;"На рассмотрении";1265726;"29.06.2026 в 21:50"
936;4;"—";219;"78 75 66";0;"Участвуете в конкурсе";1163264;"27.06.2026 в 10:38"
937;3;"Электронное";219;"82 85 52";0;"Участвуете в конкурсе";1179482;"27.06.2026 в 21:18"
938;3;"—";219;"80 72 67";0;"Участвуете в конкурсе";1182471;"02.07.2026 в 00:21"
939;4;"—";219;"76 70 73";0;"Конкурсная группа исключена";1190737;"28.06.2026 в 12:46"
940;4;"—";219;"80 67 72";0;"Участвуете в конкурсе";1211264;"28.06.2026 в 21:32"
941;2;"—";219;"72 78 69";0;"Участвуете в конкурсе";1250896;"29.06.2026 в 21:30"
942;2;"—";219;"78 72 69";0;"Участвуете в конкурсе";1272879;"29.06.2026 в 21:56"
943;4;"—";219;"72 75 72";0;"Конкурсная группа исключена";1277059;"03.07.2026 в 10:41"
944;2;"—";219;"76 83 60";0;"Участвуете в конкурсе";1343757;"30.06.2026 в 16:39"
945;5;"—";219;"76 70 73";0;"Участвуете в конкурсе";1347475;"30.06.2026 в 17:29"
946;2;"—";219;"70 80 69";0;"Участвуете в конкурсе";1412163;"01.07.2026 в 15:07"
947;2;"—";219;"78 72 69";0;"Участвуете в конкурсе";1424903;"01.07.2026 в 17:27"
948;6;"—";219;"78 83 58";0;"Участвуете в конкурсе";1431372;"01.07.2026 в 19:13"
949;2;"—";219;"84 80 55";0;"На рассмотрении";1625157;"04.07.2026 в 21:48"
950;4;"—";219;"76 78 64";1;"Участвуете в конкурсе";1152767;"30.06.2026 в 17:54"
951;3;"—";219;"84 77 57";1;"Участвуете в конкурсе";1425999;"01.07.2026 в 17:44"
952;1;"—";219;"72 76 70";1;"На рассмотрении";1507939;"02.07.2026 в 20:56"
953;4;"Электронное";219;"78 65 75";1;"На рассмотрении";1517903;"02.07.2026 в 22:16"
954;4;"—";219;"74 72 72";1;"На рассмотрении";1601984;"04.07.2026 в 12:05"
955;1;"—";219;"76 78 63";2;"На рассмотрении";1493837;"02.07.2026 в 15:39"
956;2;"Электронное";219;"74 83 57";5;"Участвуете в конкурсе";1207292;"28.06.2026 в 19:38"
957;4;"Электронное";219;"74 70 69";6;"Участвуете в конкурсе";1212447;"29.06.2026 в 21:17"
958;9;"—";219;"72 73 67";7;"На рассмотрении";1071070;"23.06.2026 в 17:51"
959;3;"Электронное";218;"74 78 66";0;"Участвуете в конкурсе";1185965;"28.06.2026 в 10:13"
960;1;"—";218;"78 85 55";0;"Участвуете в конкурсе";1256099;"29.06.2026 в 21:37"
961;5;"—";218;"76 78 64";0;"Участвуете в конкурсе";1259274;"29.06.2026 в 21:41"
962;2;"—";218;"76 78 64";0;"На рассмотрении";1268019;"29.06.2026 в 21:53"
963;3;"—";218;"84 62 72";0;"Участвуете в конкурсе";1292459;"30.06.2026 в 01:45"
964;1;"—";218;"76 78 64";0;"Участвуете в конкурсе";1299184;"01.07.2026 в 17:36"
965;4;"—";218;"78 67 73";0;"Участвуете в конкурсе";1343171;"30.06.2026 в 16:32"
966;5;"—";218;"86 54 78";0;"Участвуете в конкурсе";1383682;"01.07.2026 в 10:52"
967;1;"—";218;"74 72 72";0;"На рассмотрении";1598955;"04.07.2026 в 11:21"
968;5;"Электронное";218;"78 73 67";0;"На рассмотрении";1625946;"04.07.2026 в 22:26"
969;1;"Электронное";218;"82 79 57";0;"Передано в вуз";1637789;"05.07.2026 в 14:16"
970;3;"—";218;"64 78 75";1;"Участвуете в конкурсе";1260482;"29.06.2026 в 21:43"
971;5;"—";218;"72 75 70";1;"На рассмотрении";1360627;"30.06.2026 в 21:27"
972;1;"Электронное";218;"72 78 67";1;"Участвуете в конкурсе";1441229;"01.07.2026 в 22:20"
973;4;"—";218;"78 75 64";1;"Конкурсная группа исключена";1488956;"02.07.2026 в 14:51"
974;2;"—";218;"72 70 75";1;"На рассмотрении";1497488;"03.07.2026 в 17:19"
975;2;"—";218;"78 64 75";1;"На рассмотрении";1502624;"02.07.2026 в 17:21"
976;3;"—";218;"82 75 60";1;"На рассмотрении";1515076;"02.07.2026 в 21:10"
977;4;"—";218;"78 75 64";1;"На рассмотрении";1602792;"04.07.2026 в 12:17"
978;1;"—";218;"70 70 72";6;"Участвуете в конкурсе";1185079;"01.07.2026 в 19:14"
979;7;"Электронное";217;"78 72 67";0;"Участвуете в конкурсе";944031;"20.06.2026 в 08:29"
980;6;"—";217;"78 56 83";0;"На рассмотрении";994670;"21.06.2026 в 14:27"
981;3;"—";217;"70 72 75";0;"Участвуете в конкурсе";1206722;"28.06.2026 в 19:24"
982;2;"—";217;"76 75 66";0;"Участвуете в конкурсе";1251451;"29.06.2026 в 21:31"
983;4;"—";217;"74 77 66";0;"Участвуете в конкурсе";1334452;"30.06.2026 в 15:20"
984;5;"—";217;"78 70 69";0;"Конкурсная группа исключена";1336562;"30.06.2026 в 15:22"
985;4;"—";217;"76 72 69";0;"Участвуете в конкурсе";1361508;"30.06.2026 в 21:46"
986;4;"—";217;"72 67 78";0;"Участвуете в конкурсе";1391146;"01.07.2026 в 11:59"
987;1;"—";217;"72 72 73";0;"На рассмотрении";1515806;"02.07.2026 в 21:25"
988;5;"Электронное";217;"74 62 81";0;"На рассмотрении";1574414;"03.07.2026 в 18:52"
989;2;"—";217;"72 70 75";0;"На рассмотрении";1579746;"03.07.2026 в 20:17"
990;2;"—";217;"80 67 70";0;"На рассмотрении";1605143;"04.07.2026 в 12:53"
991;4;"—";217;"80 70 66";1;"Участвуете в конкурсе";1303636;"30.06.2026 в 10:06"
992;1;"—";217;"80 67 69";1;"Участвуете в конкурсе";1398035;"01.07.2026 в 13:01"
993;3;"—";217;"80 67 63";7;"Участвуете в конкурсе";1292560;"30.06.2026 в 02:01"
994;7;"—";216;"76 59 81";0;"Участвуете в конкурсе";999910;"23.06.2026 в 18:33"
995;2;"—";216;"78 72 66";0;"Участвуете в конкурсе";1212301;"28.06.2026 в 22:07"
996;1;"—";216;"72 75 69";0;"Участвуете в конкурсе";1257481;"29.06.2026 в 21:39"
997;5;"—";216;"70 80 66";0;"Участвуете в конкурсе";1264090;"29.06.2026 в 21:48"
998;1;"—";216;"74 59 83";0;"Участвуете в конкурсе";1275328;"30.06.2026 в 08:55"
999;5;"—";216;"74 72 70";0;"Участвуете в конкурсе";1346621;"30.06.2026 в 17:16"
1000;1;"—";216;"82 59 75";0;"Участвуете в конкурсе";1373649;"01.07.2026 в 10:38"
1001;4;"—";216;"74 78 64";0;"Участвуете в конкурсе";1401111;"01.07.2026 в 13:28"
1002;5;"—";216;"88 68 60";0;"На рассмотрении";1504431;"02.07.2026 в 17:49"
1003;4;"—";216;"72 83 61";0;"Конкурсная группа исключена";1574347;"03.07.2026 в 18:52"
1004;2;"—";216;"78 75 63";0;"Передано в вуз";1635642;"05.07.2026 в 13:17"
1005;3;"—";216;"70 70 75";1;"На рассмотрении";1467687;"02.07.2026 в 13:15"
1006;2;"Электронное";216;"76 73 61";6;"Участвуете в конкурсе";1268250;"29.06.2026 в 21:54"
1007;6;"—";215;"76 72 67";0;"На рассмотрении";1268002;"29.06.2026 в 21:53"
1008;6;"—";215;"80 62 73";0;"На рассмотрении";1283022;"02.07.2026 в 16:40"
1009;3;"Электронное";215;"76 70 69";0;"Участвуете в конкурсе";1316655;"30.06.2026 в 12:17"
1010;5;"—";215;"64 78 73";0;"На рассмотрении";1344906;"04.07.2026 в 15:07"
1011;3;"—";215;"70 72 73";0;"Участвуете в конкурсе";1350126;"30.06.2026 в 18:10"
1012;6;"—";215;"80 65 70";0;"Конкурсная группа исключена";1511988;"02.07.2026 в 21:15"
1013;5;"—";215;"78 56 81";0;"На рассмотрении";1585913;"03.07.2026 в 23:56"
1014;2;"—";215;"76 75 63";1;"На рассмотрении";1270246;"29.06.2026 в 21:55"
1015;2;"—";215;"70 72 72";1;"Участвуете в конкурсе";1360067;"30.06.2026 в 21:15"
1016;5;"—";215;"80 62 67";6;"Участвуете в конкурсе";1253001;"01.07.2026 в 16:38"
1017;1;"—";214;"86 70 58";0;"На рассмотрении";1070961;"01.07.2026 в 16:30"
1018;3;"—";214;"72 75 67";0;"На рассмотрении";1087346;"02.07.2026 в 19:14"
1019;5;"—";214;"72 72 70";0;"Участвуете в конкурсе";1219850;"29.06.2026 в 08:38"
1020;1;"—";214;"78 75 61";0;"Участвуете в конкурсе";1255879;"29.06.2026 в 21:37"
1021;4;"—";214;"80 70 64";0;"Участвуете в конкурсе";1355730;"30.06.2026 в 19:48"
1022;1;"—";214;"78 67 69";0;"Участвуете в конкурсе";1454970;"02.07.2026 в 09:26"
1023;3;"—";214;"70 78 66";0;"На рассмотрении";1483965;"02.07.2026 в 14:06"
1024;3;"—";214;"74 51 89";0;"На рассмотрении";1540751;"03.07.2026 в 14:00"
1025;5;"—";214;"70 72 72";0;"На рассмотрении";1579954;"03.07.2026 в 20:23"
1026;5;"—";214;"72 75 67";0;"На рассмотрении";1607365;"04.07.2026 в 14:13"
1027;4;"—";214;"80 51 83";0;"На рассмотрении";1621739;"04.07.2026 в 19:29"
1028;4;"—";214;"70 80 64";0;"Передано в вуз";1630211;"05.07.2026 в 09:52"
1029;4;"—";214;"76 70 67";1;"На рассмотрении";1510556;"02.07.2026 в 19:39"
1030;2;"—";214;"74 78 61";1;"На рассмотрении";1559372;"03.07.2026 в 17:45"
1031;4;"—";214;"74 56 78";6;"Участвуете в конкурсе";1330145;"30.06.2026 в 14:37"
1032;8;"—";213;"74 67 72";0;"На рассмотрении";1306473;"03.07.2026 в 19:03"
1033;6;"—";213;"70 70 72";1;"Участвуете в конкурсе";1408081;"01.07.2026 в 14:31"
1034;6;"—";212;"78 70 64";0;"Передано в вуз";1096486;"05.07.2026 в 14:28"
1035;1;"—";212;"74 68 70";0;"Участвуете в конкурсе";1149777;"26.06.2026 в 15:06"
1036;2;"—";212;"64 78 70";0;"Участвуете в конкурсе";1177293;"27.06.2026 в 19:24"
1037;3;"—";212;"76 64 72";0;"Участвуете в конкурсе";1193157;"01.07.2026 в 08:14"
1038;5;"—";212;"76 75 61";0;"Участвуете в конкурсе";1261676;"29.06.2026 в 21:45"
1039;2;"—";212;"74 83 55";0;"Участвуете в конкурсе";1263025;"29.06.2026 в 21:47"
1040;5;"—";212;"72 62 78";0;"На рассмотрении";1269045;"02.07.2026 в 13:14"
1041;2;"—";212;"64 70 78";0;"Конкурсная группа исключена";1337586;"30.06.2026 в 15:30"
1042;5;"—";212;"72 83 57";0;"Участвуете в конкурсе";1351534;"30.06.2026 в 18:33"
1043;3;"—";212;"72 70 70";0;"Участвуете в конкурсе";1358275;"01.07.2026 в 19:01"
1044;5;"—";212;"82 67 63";0;"Участвуете в конкурсе";1406658;"01.07.2026 в 14:18"
1045;1;"—";212;"72 59 81";0;"Участвуете в конкурсе";1432233;"01.07.2026 в 19:28"
1046;2;"—";212;"72 67 73";0;"На рассмотрении";1474301;"02.07.2026 в 12:45"
1047;1;"—";212;"78 64 70";0;"На рассмотрении";1487401;"02.07.2026 в 14:38"
1048;2;"—";212;"76 70 66";0;"На рассмотрении";1507026;"02.07.2026 в 18:32"
1049;2;"—";212;"76 70 66";0;"На рассмотрении";1515952;"02.07.2026 в 21:29"
1050;1;"—";212;"76 70 66";0;"На рассмотрении";1518991;"03.07.2026 в 16:18"
1051;5;"—";212;"70 75 67";0;"На рассмотрении";1579923;"03.07.2026 в 20:22"
1052;3;"Электронное";212;"70 75 61";6;"На рассмотрении";1530644;"03.07.2026 в 09:31"
1053;1;"—";211;"74 67 70";0;"Участвуете в конкурсе";1053193;"23.06.2026 в 11:14"
1054;1;"—";211;"80 59 72";0;"Участвуете в конкурсе";1063675;"23.06.2026 в 14:43"
1055;1;"Электронное";211;"72 70 69";0;"Участвуете в конкурсе";1179932;"02.07.2026 в 11:29"
1056;4;"—";211;"72 75 64";0;"Участвуете в конкурсе";1257632;"29.06.2026 в 21:39"
1057;3;"—";211;"70 72 69";0;"Конкурсная группа исключена";1263877;"29.06.2026 в 21:48"
1058;7;"—";211;"72 72 67";0;"Участвуете в конкурсе";1264292;"29.06.2026 в 21:49"
1059;2;"—";211;"74 70 67";0;"На рассмотрении";1273979;"03.07.2026 в 10:13"
1060;2;"—";211;"74 64 73";0;"На рассмотрении";1357852;"02.07.2026 в 12:22"
1061;1;"—";211;"72 78 61";0;"На рассмотрении";1503191;"02.07.2026 в 17:29"
1062;4;"—";211;"80 64 67";0;"На рассмотрении";1578711;"03.07.2026 в 19:49"
1063;5;"—";211;"76 62 73";0;"На рассмотрении";1594724;"04.07.2026 в 10:14"
1064;3;"Электронное";211;"72 72 67";0;"На рассмотрении";1625276;"04.07.2026 в 21:53"
1065;2;"—";211;"82 48 75";6;"Участвуете в конкурсе";1188849;"28.06.2026 в 11:54"
1066;5;"—";210;"76 64 70";0;"Участвуете в конкурсе";1201485;"28.06.2026 в 17:00"
1067;3;"Электронное";210;"72 78 60";0;"Участвуете в конкурсе";1201830;"28.06.2026 в 17:09"
1068;2;"—";210;"72 83 55";0;"Конкурсная группа исключена";1245165;"29.06.2026 в 21:24"
1069;5;"—";210;"70 59 81";0;"Передано в вуз";1306445;"05.07.2026 в 09:30"
1070;3;"—";210;"70 70 70";0;"На рассмотрении";1509402;"02.07.2026 в 19:16"
1071;3;"—";210;"76 67 67";0;"Передано в вуз";1630091;"05.07.2026 в 08:58"
1072;4;"Электронное";210;"80 61 69";0;"Передано в вуз";1631784;"05.07.2026 в 10:55"
1073;1;"—";210;"76 78 55";1;"На рассмотрении";1463522;"02.07.2026 в 10:59"
1074;5;"—";210;"78 83 48";1;"На рассмотрении";1574234;"03.07.2026 в 18:51"
1075;2;"—";210;"72 70 67";1;"Конкурсная группа исключена";1607617;"04.07.2026 в 13:34"
1076;2;"Электронное";210;"76 62 66";6;"Участвуете в конкурсе";1207148;"28.06.2026 в 19:35"
1077;3;"—";210;"78 56 70";6;"Участвуете в конкурсе";1299327;"30.06.2026 в 09:00"
1078;4;"—";210;"74 62 67";7;"На рассмотрении";1289071;"03.07.2026 в 21:18"
1079;1;"—";209;"74 54 81";0;"Участвуете в конкурсе";974458;"20.06.2026 в 15:51"
1080;3;"—";209;"72 67 70";0;"Участвуете в конкурсе";1171862;"27.06.2026 в 15:32"
1081;4;"—";209;"72 67 70";0;"Участвуете в конкурсе";1369299;"01.07.2026 в 05:33"
1082;2;"—";209;"76 70 63";0;"Участвуете в конкурсе";1385065;"01.07.2026 в 11:04"
1083;2;"—";209;"76 64 69";0;"На рассмотрении";1465797;"02.07.2026 в 11:20"
1084;4;"—";209;"74 72 63";0;"Передано в вуз";1543083;"05.07.2026 в 14:01"
1085;2;"—";209;"80 62 67";0;"На рассмотрении";1549056;"03.07.2026 в 17:00"
1086;3;"—";209;"72 70 67";0;"На рассмотрении";1555148;"03.07.2026 в 17:20"
1087;4;"—";209;"70 65 73";1;"Участвуете в конкурсе";1280132;"30.06.2026 в 06:40"
1088;4;"—";209;"78 62 64";5;"На рассмотрении";1119195;"25.06.2026 в 12:58"
1089;1;"—";208;"72 70 66";0;"Участвуете в конкурсе";1176118;"27.06.2026 в 18:32"
1090;2;"—";208;"82 51 75";0;"Участвуете в конкурсе";1186523;"28.06.2026 в 10:36"
1091;4;"—";208;"74 67 67";0;"Участвуете в конкурсе";1194503;"30.06.2026 в 18:50"
1092;7;"—";208;"74 67 67";0;"На рассмотрении";1202120;"03.07.2026 в 18:01"
1093;6;"—";208;"74 67 67";0;"Участвуете в конкурсе";1212539;"28.06.2026 в 22:15"
1094;4;"—";208;"74 56 78";0;"Участвуете в конкурсе";1266419;"29.06.2026 в 21:51"
1095;4;"—";208;"76 75 57";0;"Участвуете в конкурсе";1287154;"29.06.2026 в 22:18"
1096;3;"—";207;"78 59 70";0;"На рассмотрении";1283188;"29.06.2026 в 22:01"
1097;2;"—";207;"80 67 60";0;"Участвуете в конкурсе";1358188;"30.06.2026 в 20:37"
1098;1;"—";207;"72 62 73";0;"Участвуете в конкурсе";1404546;"01.07.2026 в 14:00"
1099;3;"—";207;"74 67 66";0;"На рассмотрении";1564321;"03.07.2026 в 18:07"
1100;4;"—";207;"72 75 60";0;"На рассмотрении";1577733;"03.07.2026 в 19:24"
1101;2;"—";207;"70 59 78";0;"На рассмотрении";1605993;"04.07.2026 в 13:07"
1102;2;"Электронное";207;"70 65 72";0;"Передано в вуз";1636248;"05.07.2026 в 13:34"
1103;1;"—";207;"70 62 69";6;"Участвуете в конкурсе";1155090;"26.06.2026 в 18:38"
1104;6;"—";206;"74 72 60";0;"На рассмотрении";944847;"23.06.2026 в 23:24"
1105;4;"—";206;"74 57 75";0;"Участвуете в конкурсе";977273;"20.06.2026 в 17:09"
1106;3;"—";206;"78 56 72";0;"Участвуете в конкурсе";1044257;"23.06.2026 в 01:05"
1107;4;"Электронное";206;"70 70 66";0;"На рассмотрении";1130680;"25.06.2026 в 19:50"
1108;3;"—";206;"70 70 66";0;"На рассмотрении";1168289;"27.06.2026 в 13:21"
1109;6;"Электронное";206;"80 78 48";0;"Участвуете в конкурсе";1192337;"28.06.2026 в 13:26"
1110;1;"Электронное";206;"72 67 67";0;"Участвуете в конкурсе";1200633;"28.06.2026 в 16:39"
1111;3;"—";206;"80 59 67";0;"Участвуете в конкурсе";1208084;"30.06.2026 в 18:51"
1112;4;"—";206;"76 67 63";0;"Конкурсная группа исключена";1254920;"29.06.2026 в 21:35"
1113;4;"—";206;"70 70 66";0;"Участвуете в конкурсе";1256897;"29.06.2026 в 21:38"
1114;6;"—";206;"72 80 54";0;"Участвуете в конкурсе";1284913;"29.06.2026 в 22:02"
1115;4;"—";206;"78 67 61";0;"Участвуете в конкурсе";1393191;"01.07.2026 в 12:18"
1116;5;"—";206;"64 72 70";0;"На рассмотрении";1453809;"02.07.2026 в 21:02"
1117;6;"—";206;"72 64 70";0;"На рассмотрении";1569310;"03.07.2026 в 18:28"
1118;4;"—";206;"70 78 58";0;"На рассмотрении";1615126;"04.07.2026 в 16:11"
1119;3;"Электронное";206;"74 67 64";1;"Участвуете в конкурсе";1203149;"28.06.2026 в 17:44"
1120;5;"—";206;"80 64 61";1;"На рассмотрении";1477397;"02.07.2026 в 13:06"
1121;2;"—";206;"74 62 63";7;"Участвуете в конкурсе";1295568;"30.06.2026 в 07:08"
1122;5;"—";205;"72 72 61";0;"Участвуете в конкурсе";1099939;"24.06.2026 в 16:38"
1123;2;"Электронное";205;"70 75 60";0;"Участвуете в конкурсе";1193214;"28.06.2026 в 13:45"
1124;2;"—";205;"70 62 73";0;"Участвуете в конкурсе";1198762;"28.06.2026 в 15:56"
1125;1;"—";205;"76 78 51";0;"Участвуете в конкурсе";1200727;"28.06.2026 в 16:42"
1126;5;"—";205;"70 65 70";0;"Участвуете в конкурсе";1361775;"30.06.2026 в 21:52"
1127;1;"—";205;"72 64 69";0;"Участвуете в конкурсе";1427558;"01.07.2026 в 18:08"
1128;2;"—";205;"70 70 64";1;"Участвуете в конкурсе";1214292;"28.06.2026 в 23:24"
1129;2;"—";205;"70 64 70";1;"На рассмотрении";1359420;"30.06.2026 в 21:02"
1130;2;"—";205;"80 46 73";6;"Участвуете в конкурсе";1250294;"29.06.2026 в 21:30"
1131;6;"—";204;"76 53 75";0;"Участвуете в конкурсе";1176172;"27.06.2026 в 18:33"
1132;1;"—";204;"70 70 64";0;"Участвуете в конкурсе";1182883;"28.06.2026 в 03:51"
1133;6;"—";204;"70 62 72";0;"На рассмотрении";1206642;"02.07.2026 в 19:57"
1134;2;"—";204;"78 56 70";0;"Участвуете в конкурсе";1209487;"28.06.2026 в 20:39"
1135;2;"—";204;"74 70 60";0;"Участвуете в конкурсе";1275272;"30.06.2026 в 20:08"
1136;3;"—";204;"80 67 57";0;"Конкурсная группа исключена";1284131;"29.06.2026 в 22:02"
1137;4;"—";204;"84 48 72";0;"На рассмотрении";1285220;"29.06.2026 в 22:03"
1138;2;"—";204;"70 70 64";0;"Участвуете в конкурсе";1307993;"01.07.2026 в 10:16"
1139;1;"—";204;"78 72 54";0;"На рассмотрении";1435261;"04.07.2026 в 17:37"
